Time,"Latitude, Longitude"
2021/06/01 21:14:05 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 21:14:12 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 21:14:12 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 21:14:27 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 21:14:27 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 21:14:28 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 21:14:28 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 22:23:18 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 22:28:00 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 22:28:00 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 22:28:00 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 22:28:16 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 22:28:16 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 22:28:16 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 22:45:56 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 23:28:06 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 23:28:06 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 23:32:55 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/01 23:32:55 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 23:33:32 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/01 23:33:32 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 02:57:54 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 03:56:09 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 04:16:45 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 04:16:45 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 04:16:45 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 04:16:45 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 06:05:21 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 06:06:10 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 08:20:35 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 08:25:31 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 08:25:40 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 08:25:48 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 08:28:35 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 08:33:36 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 09:26:28 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 09:35:33 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 09:41:17 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 09:52:19 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 09:57:08 UTC,"45.452 ± 39.66 meters, 4.389 ± 39.66 meters"
2021/06/02 14:48:30 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:48:30 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:48:30 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:48:30 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:48:39 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:48:39 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:48:45 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:48:45 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:48:45 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:48:49 UTC,"45.446 ± 39.66 meters, 4.384 ± 39.66 meters"
2021/06/02 14:48:49 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:48:56 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:48:56 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:49:22 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:49:22 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:52:33 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:52:33 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 14:59:12 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 14:59:12 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 15:08:13 UTC,"45.446 ± 39.66 meters, 4.384 ± 39.66 meters"
2021/06/02 15:08:13 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 15:08:22 UTC,"45.446 ± 39.66 meters, 4.384 ± 39.66 meters"
2021/06/02 15:08:22 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 15:15:28 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 15:15:28 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 15:18:01 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 15:18:01 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 15:19:09 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 15:19:09 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 15:35:13 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 15:35:13 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 18:56:19 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 18:56:19 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 18:59:25 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 18:59:25 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 18:59:31 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 18:59:31 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 18:59:40 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 18:59:40 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:00:46 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:00:46 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:00:52 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:00:52 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:00:59 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:00:59 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:17:30 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:17:30 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:17:37 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:17:37 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:17:46 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:17:46 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:17:47 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:17:47 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:18:01 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:18:01 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:18:07 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:18:07 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:18:24 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:18:24 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:18:25 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:18:25 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:23:02 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:23:02 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:23:16 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:23:16 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:23:25 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 19:23:25 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:23:38 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 19:23:38 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 21:16:15 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 21:16:15 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 21:26:51 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 21:26:51 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 21:29:50 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 21:29:50 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 21:29:55 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 21:29:55 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:03:56 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:03:56 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:03:57 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:03:57 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:04:10 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:04:10 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:04:17 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:04:17 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:04:23 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:04:23 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:30:40 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:30:40 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:31:35 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:31:35 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:31:54 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:31:54 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:45:49 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:45:49 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:49:22 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:49:22 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:54:45 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:54:45 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:54:54 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 22:54:54 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:56:13 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 22:56:13 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:24:53 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:24:53 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:25:52 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:25:52 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:27:10 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:27:10 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:27:17 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:27:17 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:35:38 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:35:38 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:35:44 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:35:44 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:35:54 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:35:54 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:43:38 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:43:38 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:43:39 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:43:39 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:43:45 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:43:45 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:00 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:44:00 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:01 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:01 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:44:08 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:08 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:44:14 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:14 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:44:21 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:21 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:44:54 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:44:54 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:45:01 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:45:01 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:45:08 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:45:08 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/02 23:45:14 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/02 23:45:14 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:04 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:04 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 00:34:11 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:11 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 00:34:17 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 00:34:17 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:24 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 00:34:24 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:29 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:29 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 00:34:37 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 00:34:37 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 01:04:25 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 07:38:34 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 07:43:23 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 07:43:23 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 07:43:23 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 07:43:23 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 08:57:25 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 08:57:25 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 08:57:25 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 08:57:25 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 09:45:15 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:00:52 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:00:52 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:00:52 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:01:06 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:02:00 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:10:50 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:10:50 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:10:50 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:10:50 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:11:08 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:17:49 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:17:49 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:55:48 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 10:55:48 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 10:55:54 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 11:32:24 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 11:32:24 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 11:32:30 UTC,"45.446 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 12:25:12 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 12:25:12 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 12:25:12 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 12:25:12 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 14:52:14 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 14:52:41 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 14:52:45 UTC,"45.453 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:19:20 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:19:20 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:19:20 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:19:20 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:19:49 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:19:49 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:20:24 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:20:24 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:20:33 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:20:33 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:26:23 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:26:23 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:26:30 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:26:30 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:31:40 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 19:31:40 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:38:56 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 19:38:56 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:18:53 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:18:53 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:18:59 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:18:59 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:24:39 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:24:39 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:25:08 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:25:08 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:25:15 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:25:15 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:26:07 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:26:07 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:26:14 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:26:14 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:26:21 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:26:21 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:26:30 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:26:30 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:27:34 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:27:34 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:29:42 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 20:29:42 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:29:49 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 20:29:49 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:28 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:28 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:35:35 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:35 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:35:41 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:35:41 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:48 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:48 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:35:49 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:49 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:35:58 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:35:58 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:51:36 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:51:36 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:51:43 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:51:43 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:51:49 UTC,"45.445 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:51:49 UTC,"45.445 ± 39.66 meters, 4.386 ± 39.66 meters"
2021/06/03 21:51:58 UTC,"45.444 ± 39.66 meters, 4.385 ± 39.66 meters"
2021/06/03 21:51:58 UTC,"45.444 ± 39.66 meters, 4.386 ± 39.66 meters"
